Balabac,PH,7.99,117.06,9.62,99,83.72,0
Lanciano,IT,42.23,14.39,4.7,87,49.39,92
Lebu,ET,8.96,38.73,6.93,77,59,75
Vestmannaeyjar,IS,63.44,-20.27,41.72,92,44.66,92
Haines Junction,CA,60.75,-137.51,2.8,51,34.76,76
Jumla,NP,29.28,82.18,2.57,82,29.99,0
Stepnyak,KZ,52.83,70.79,6.6,73,39.17,0
Thompson,CA,55.74,-97.86,10.29,17,53.6,20
Yanam,IN,16.73,82.22,4.59,88,79.04,0
Buritizeiro,BR,-17.37,-44.96,4.14,82,74.99,92
Itarare,BR,-24.11,-49.33,7.38,61,71.12,68
Khani,GE,41.96,42.96,5.82,87,48.2,0
Matara,PE,-13.74,-72.9,2.13,51,51.86,12
Pierre,US,44.37,-100.35,4.7,74,38.93,1
Pandan,PH,11.72,122.09,14.99,96,82.46,44
Tilichiki,RU,60.47,166.1,8.05,87,29.27,0
Goma,CD,-1.67,29.23,2.46,100,57.35,56
Krasnyy Chikoy,RU,50.36,108.75,5.37,36,41.87,0
Pitimbu,BR,-7.47,-34.81,1.12,94,77,20
Olbia,IT,40.92,9.49,11.41,87,53.6,0
Cherskiy,RU,68.75,161.3,4.14,74,27.02,8
Tomohon,ID,1.33,124.84,2.24,88,78.8,20
Camargo,MX,27.69,-105.17,13.31,13,69.95,0
Erenhot,CN,43.65,111.97,12.86,38,38.72,0
Srandakan,ID,-7.94,110.25,3.58,97,75.08,68
Dingle,PH,11,122.67,8.39,90,78.77,8
Bonavista,CA,48.65,-53.11,3,64,37.99,56
Faya,SA,18.39,42.45,2.35,76,58.14,0
Geraldton,CA,49.72,-86.95,9.17,44,37.4,20
Changde,CN,29.04,111.68,7.94,91,61.22,92
Maragogi,BR,-9.01,-35.22,5.26,94,76.25,88
Praia,BR,-20.25,-43.81,4.7,61,74.14,0
Hualmay,PE,-11.1,-77.61,5.7,80,70.58,12
Grasten,DK,54.92,9.6,14.99,74,37.11,24
Homer,US,59.64,-151.54,8.05,75,43.11,90
Macau,BR,-5.11,-36.64,5.37,96,74.36,80
Mount Gambier,AU,-37.83,140.78,8.05,82,59,40
Renqiu,CN,38.71,116.1,4.7,28,56,0
Saint George,GR,39.45,22.34,3.13,100,49.17,40
Kieta,PG,-6.22,155.63,3.47,100,81.65,12
Port Elizabeth,US,39.31,-74.98,5.82,82,68.02,75
Mokrousovo,RU,55.81,66.77,12.19,83,33.77,92
Hofn,IS,64.25,-15.21,25.28,94,43.49,92
Muswellbrook,AU,-32.27,150.89,3.58,79,69.01,64
Albanel,CA,48.88,-72.44,19.46,52,41.79,75
Sisophon,KH,13.59,102.97,4.47,90,78.59,80
Ulladulla,AU,-35.36,150.48,8.05,77,63.3,90
Walvis Bay,NA,-22.95,14.51,6.93,87,58.35,0
Waingapu,ID,-9.65,120.26,3.13,97,77.42,48
Bela,PK,26.23,66.31,2.57,67,64.37,48
Cabo San Lucas,MX,22.89,-109.91,3.47,60,72.21,40
Jijiga,ET,9.35,42.8,3.91,48,70.67,92
Lorengau,PG,-2.02,147.27,6.38,100,81.83,64
San Cristobal,EC,-0.39,-78.55,6.93,46,58.89,75
Ambovombe,MG,-25.18,46.09,2.46,95,72.74,48
Bilibino,RU,68.06,166.44,3.13,68,28.1,0
Vostok,RU,46.45,135.83,2.91,71,37.01,12
Vrangel,RU,42.73,133.08,7.83,89,40.88,92
Yulara,AU,-25.24,130.99,5.82,16,73.4,0
Gravdal,NO,59.79,5.78,6.93,100,35.35,0
Ola,RU,59.58,151.3,3.8,100,25.31,56
Airai,TL,-8.93,125.41,2.13,89,73.55,24
Gari,RU,59.43,62.35,5.14,58,19.64,0
Astana,KZ,51.13,71.43,2.24,86,39.2,0
Kjollefjord,NO,70.95,27.35,23.49,90,35.75,92
Omsukchan,RU,62.53,155.8,3.69,95,25.49,0
Quelimane,MZ,-17.88,36.89,2.24,83,77,0
Ancud,CL,-41.87,-73.83,6.93,81,48.2,20
Nuuk,GL,64.17,-51.74,12.75,92,30.11,0
Bielefeld,DE,52.01,8.54,7.61,90,34.45,90
Mahina,ML,13.76,-10.85,6.26,38,75.08,0
Fortuna,ES,38.18,-1.13,4.7,66,56.28,0
Presidencia Roque Saenz Pena,AR,-26.79,-60.44,7.27,83,69.77,48
Saint-Augustin,FR,44.83,-0.61,6.93,57,47.5,0
Sabang,PH,13.72,123.58,7.05,87,81.38,0
Katsuura,JP,33.93,134.5,11.41,76,56.53,75
Arraial do Cabo,BR,-22.97,-42.02,13.2,88,78.32,44
Sabak,MY,3.77,100.99,6.93,94,78.8,75
Mitu,IR,36.2,46.09,2.35,69,27.65,0
Nevelsk,RU,46.67,141.86,8.95,100,41,75
Tessalit,ML,20.2,1.01,9.95,18,63.29,0
Iqaluit,CA,63.75,-68.52,13.87,79,23,75
Napoleon,US,46.5,-99.77,16.11,100,46.4,0
Namibe,AO,-15.19,12.15,13.2,100,75.8,8
Torbay,CA,47.66,-52.73,18.34,47,36.68,90
Ixtapa,MX,20.71,-105.21,16.11,54,78.89,5
Victoria,BN,5.28,115.24,2.24,94,77.43,75
Clyde River,CA,70.47,-68.59,5.82,84,6.8,90
Ostrovnoy,RU,68.05,39.51,17.67,89,30.53,48
San Quintin,PH,17.54,120.52,3.36,87,78.59,8
Migori,KE,-1.07,34.47,5.03,100,64.01,92
Salisbury,GB,51.07,-1.8,8.05,80,36.75,12
Naze,NG,5.43,7.07,3.13,94,73.91,76
Fairbanks,US,64.84,-147.72,4.14,65,45.68,90
Oranjemund,ZA,-28.55,16.43,9.73,95,60.86,68
Elat,CM,2.91,11.16,2.13,96,68.24,56
Ukiah,US,39.15,-123.21,6.93,33,65.62,1
Ingham,AU,-18.65,146.16,13.2,100,75.26,80
Imbituba,BR,-28.24,-48.67,5.82,83,75.2,0
Muhos,FI,64.81,26,1.12,74,32.2,0
Taltal,CL,-25.41,-70.49,2.24,83,57.08,0
Mahibadhoo,MV,3.78,72.97,2.46,100,84.89,56
Karatau,KZ,43.18,70.46,1.68,80,38.09,0
Luanda,AO,-8.83,13.24,4.59,93,79.4,20
Ahipara,NZ,-35.17,173.16,9.4,77,65.45,44
Berlevag,NO,70.86,29.09,23.26,100,35.93,92
Cuiluan,CN,47.72,128.65,5.14,52,40.43,36
Namatanai,PG,-3.66,152.44,7.38,97,83.72,44
Afyonkarahisar,TR,38.76,30.53,8.99,93,46,44
San Juan,PR,18.47,-66.12,11.41,78,76.75,75
Santa Marinella,IT,42.04,11.87,4.7,93,51.17,0
Hobyo,SO,5.35,48.53,6.93,89,79.22,0
Sfantu Gheorghe,RO,44.65,26.83,5.82,93,46.58,90
Mount Isa,AU,-20.73,139.49,10.29,36,77,0
Cockburn Town,TC,21.46,-71.14,22.48,96,79.49,0
Lodwar,KE,3.12,35.6,4.03,71,74.54,0
Lucea,JM,18.44,-78.17,12.75,70,80.6,75
Leningradskiy,RU,69.38,178.42,5.03,100,8.39,20
Port Lincoln,AU,-34.72,135.86,12.75,80,68.24,32
San Clemente,US,33.43,-117.61,14.99,45,72.82,1
Dapaong,TG,10.86,0.2,4.14,63,80.66,68
Samana,EC,0.12,-76.97,4.7,83,77.76,0
Bubaque,GW,11.28,-15.83,12.53,100,79.04,0
Bandarbeyla,SO,9.49,50.81,7.61,100,80.21,92
Jackson,US,35.61,-88.82,14.99,93,56.43,90
Qarchi Gak,AF,37.04,66.79,6.93,63,65.23,0
Sobreira,PT,41.15,-8.39,9.17,100,57.7,75
Auki,NG,12.18,6.51,12.08,53,81.02,56
Hasaki,JP,35.73,140.83,6.93,67,59.83,40
Maroua,CM,10.6,14.33,10.96,40,83.72,8
Mwense,ZM,-10.39,28.7,2.68,97,65.63,56
Los Llanos de Aridane,ES,28.66,-17.92,10.29,63,60.17,0
Landazuri,CO,6.22,-73.81,1.23,97,65.72,64
Sao Jose da Coroa Grande,BR,-8.9,-35.15,5.26,94,76.25,88
Takoradi,GH,4.89,-1.75,8.61,100,81.29,44
Tortoli,IT,39.93,9.66,5.82,66,51.8,20
Beasain,ES,43.05,-2.2,2.24,75,48.07,0
Kailua,US,21.39,-157.74,12.75,61,80.67,40
Severo-Kurilsk,RU,50.68,156.12,4.36,96,32.42,20
Puerto Concordia,CO,2.62,-72.76,1.9,85,78.41,32
Moerai,PF,-22.43,-151.33,7.38,100,77.78,32
Dhidhdhoo,MV,6.88,73.1,3.91,100,85.07,20
Isangel,VU,-19.55,169.27,6.93,94,77,90
Cayenne,GF,4.94,-52.33,5.82,83,80.6,90
Te Anau,NZ,-45.41,167.72,3.24,100,46.19,80
Iguape,BR,-24.7,-47.56,6.71,100,72.83,68
Sioux Lookout,CA,50.1,-91.92,5.82,44,42.06,20
Santiago,CL,-33.44,-70.65,6.93,76,55.18,75
Caravelas,BR,-17.73,-39.27,9.73,100,82.19,0
Luau,CD,-10.7,22.23,2.13,98,66.71,44
Port Hardy,CA,50.7,-127.42,10.29,87,44.6,75
Kopervik,NO,59.28,5.31,6.93,100,36.21,0
Sao Joao da Barra,BR,-21.64,-41.05,11.63,83,77,0
Molinella,IT,44.62,11.67,4.7,87,43.9,0
Bonthe,SL,7.53,-12.5,4.25,88,79.85,0
Esperance,TT,10.24,-61.45,8.05,78,80.44,20
Portland,US,45.52,-122.67,6.93,71,49.77,90
Hirado,JP,33.32,129.49,5.82,71,60.03,88
Aguimes,ES,27.91,-15.45,18.34,72,64.13,20
Metro,ID,-5.11,105.31,5.48,90,81.02,20
Shache,CN,38.42,77.24,2.8,71,47.63,20
Phan Thiet,VN,10.93,108.1,2.91,95,81.29,8
Gainesville,US,29.65,-82.33,11.41,69,77.41,90
Lazurne,UA,46.77,34.99,2.68,90,43.94,36
Sokolo,ML,14.74,-6.12,9.84,28,74.09,0
Port Keats,AU,-14.25,129.55,10.96,72,82.37,0
Kawalu,ID,-7.38,108.21,1.12,97,68.96,56
Pacific Grove,US,36.62,-121.92,13.87,41,67.01,1
Kisanga,CD,-11.72,27.4,5.82,81,68.87,80
Provideniya,RU,64.42,-173.23,7.38,100,22.34,68
Lagoa,PT,37.14,-8.45,8.05,82,58.32,0
Dong Hoi,VN,17.48,106.6,5.7,98,79.31,24
Bennettsville,US,34.62,-79.68,4.14,78,73.81,90
Sorong,ID,-0.86,131.25,1.79,100,78.23,92
Panguna,PG,-6.32,155.48,3.69,93,78.32,92
Grand Gaube,MU,-20.01,57.66,12.75,88,78.96,75
Kaeo,NZ,-35.1,173.78,1.99,63,66.99,24
Pontes e Lacerda,BR,-15.23,-59.33,3.13,87,75.35,0
Aranos,NA,-24.14,19.11,3.8,40,70.13,92
Edd,ER,13.93,41.69,2.13,92,72.2,24
Valsamata,GR,38.17,20.6,3.36,93,53.78,20
Otane,NZ,-39.89,176.62,5.01,65,57.99,0
Manadhoo,MV,5.77,73.38,3.58,100,85.25,48
Natitingou,BJ,10.31,1.38,5.93,67,81.38,88
Abu Dhabi,AE,24.47,54.37,9.17,78,70.34,40
Najran,SA,17.54,44.22,4.7,22,75.2,5
Cap Malheureux,MU,-19.98,57.61,12.75,88,78.98,75
Kahului,US,20.89,-156.47,21.92,54,75.78,40
Mpraeso,GH,6.6,-0.73,4.14,93,76.61,24
Trojes,AL,41.76,19.96,1.12,100,51.8,90
Alofi,NU,-19.06,-169.92,10.29,70,86,92
Wajima,JP,37.4,136.9,2.24,62,51.8,0
Maxcanu,MX,20.58,-89.98,23.04,41,95.41,40
Navrongo,GH,10.89,-1.09,5.59,49,84.53,68
Viedma,AR,-40.81,-62.99,16.89,23,65.09,0
Usinsk,RU,66,57.56,5.93,72,8.84,48
Yar-Sale,RU,66.83,70.83,18.12,83,0.74,44
Balkhash,KZ,46.84,74.98,1.79,68,40.07,0
Basco,US,40.33,-91.2,8.05,37,53.87,1
Trairi,BR,-3.28,-39.27,4.92,100,81.29,48
Kibala,TD,9.11,18.35,11.97,61,82.64,12
Ibra,OM,22.69,58.55,0.78,91,64.55,92
Amantea,IT,39.13,16.07,4.7,87,50.61,75
Ileza,RU,61.05,43.9,3.91,60,12.71,0
Ebolowa,CM,2.92,11.15,2.13,96,68.24,56
Bathsheba,BB,13.22,-59.52,20.8,78,78.8,40
Ivanava,BY,52.14,25.53,11.07,64,33.86,0
Sao Filipe,CV,14.9,-24.5,11.97,94,71.3,12
Vardo,US,39.62,-77.74,1.57,72,67.77,1
Vaitape,PF,-16.52,-151.75,6.04,100,78.5,68
Soria,ES,41.76,-2.46,4.92,46,48,8
College,US,64.86,-147.8,4.14,65,45.99,90
Nogales,US,31.34,-110.94,8.05,18,66.78,1
Petropavlovsk-Kamchatskiy,RU,53.05,158.65,2.24,55,35.6,44
Irbeyskoye,RU,55.64,95.45,10.18,96,37.82,92
Tomatlan,MX,19.93,-105.25,3.69,51,78.05,0
Yaring,TH,6.87,101.37,3.13,92,77.42,20
Crowley,US,30.21,-92.37,19.46,83,76.35,90
Oeiras do Para,BR,-2,-49.85,2.91,96,77.33,68
Hambantota,LK,6.12,81.12,4.7,100,81.92,24
Ratne,UA,51.67,24.52,10.4,66,35.66,8
Sakata,JP,38.92,139.93,8.05,57,49.73,40
Esfarayen,IR,37.08,57.51,2.24,81,51.8,90
Seguela,CI,7.96,-6.67,5.14,77,78.77,56
Luwuk,ID,-0.95,122.79,2.13,98,80.3,24
Hella,IS,63.84,-20.4,41.72,88,43,92
Upata,VE,8.02,-62.41,12.64,49,84.71,80
Marsa Matruh,EG,31.35,27.25,19.46,82,62.6,20
Kruisfontein,ZA,-34,24.73,14.65,92,60.23,80
Nouadhibou,MR,20.93,-17.03,14.99,72,64.4,0
Praia da Vitoria,PT,38.73,-27.07,4.92,93,53.82,75
Langres,FR,47.87,5.33,4.7,59,31.06,0
Westport,IE,53.8,-9.52,5.01,92,41.2,92
Dire,ET,9.18,38.92,6.93,77,59,75
Plover,US,44.46,-89.54,8.05,85,34.92,90
Marsh Harbour,BS,26.54,-77.06,11.63,100,76.25,92
Peleduy,RU,59.63,112.75,2.91,73,21.62,80
Pouebo,NC,-20.4,164.57,11.63,90,77.24,32
Nalut,LY,31.86,10.98,3.69,42,54.65,20
Alta Floresta,BR,-9.87,-56.08,2.57,89,77.24,8
Celestun,MX,20.87,-90.4,12.41,87,82.64,8
Nakamura,JP,35.17,136.87,3.36,76,59.61,75
Pochutla,MX,15.74,-96.47,17.22,45,84.87,5
Fare,PF,-16.7,-151.02,1.34,100,80.03,44
Hami,CN,42.84,93.51,10.74,38,50.15,36
Arys,KZ,42.43,68.8,6.71,87,51.8,0
Ketchikan,US,55.34,-131.65,11.41,53,48.13,75
Yining,CN,29.04,114.56,3.13,96,61.04,88
Nantucket,US,41.28,-70.1,10.29,100,50.63,90
Svetlogorsk,RU,53.14,59.15,13.42,93,37.4,90
Zhigansk,RU,66.77,123.37,3.13,74,15.41,24
Havre-Saint-Pierre,CA,50.23,-63.6,3.36,95,33.8,90
Saint-Georges,CA,46.12,-70.67,11.63,58,45.47,0
Carutapera,BR,-1.2,-46.02,4.47,92,79.4,88
Rio Gallegos,AR,-51.62,-69.22,6.93,86,39.2,75
Asosa,ET,10.07,34.53,3.58,89,60.86,0
Natal,BR,-5.81,-35.21,5.82,83,79.68,20
Kasama,ZM,-10.21,31.19,3.13,94,63.74,44
Tual,ID,-5.67,132.75,1.68,100,78.41,76
Komsomolskiy,RU,67.55,63.78,2.8,67,2.18,48
Kurilsk,RU,45.23,147.88,5.14,85,39.71,8
Potsdam,DE,52.4,13.06,6.93,64,39.16,75
Kumluca,TR,36.37,30.29,1.57,80,30.8,0
Richmond,CA,49.16,-123.14,18.34,87,48.45,40
North Bend,US,43.41,-124.22,9.17,93,49.35,90
Morondava,MG,-20.3,44.28,6.04,85,78.95,80
Vysokogornyy,RU,50.1,139.13,8.61,52,31.43,0
Alexandria,US,31.31,-92.44,10.29,93,69.28,90
Prince George,CA,53.92,-122.75,11.41,93,43.41,1
San-Pedro,CI,4.75,-6.64,5.7,87,79.76,32
Wenling,CN,28.38,121.38,3.58,86,64.27,44
Kamenka,RU,53.19,44.05,14.76,69,39.44,80
Santa Rosa,AR,-36.62,-64.29,3.36,54,62.75,64
Coleraine,GB,55.13,-6.67,20.8,90,42.8,0
Cap-aux-Meules,CA,47.38,-61.86,9.17,100,39.2,75
Kununurra,AU,-15.77,128.74,2.24,65,78.8,0
Shaunavon,CA,49.65,-108.41,16.78,25,52.94,48
San Carlos de Bariloche,AR,-41.13,-71.31,20.8,81,44.6,75
Swidwin,PL,53.77,15.78,9.17,74,35.11,40
Salalah,OM,17.01,54.1,6.93,78,82.4,20
Camopi,GF,3.17,-52.33,2.91,86,77.78,80
Mason City,US,43.15,-93.2,11.41,60,40.01,90
Igarka,RU,67.47,86.57,11.97,83,15.5,64
Lodja,CD,-3.52,23.6,2.13,95,72.56,36
Mugango,TZ,-1.69,33.7,9.73,100,68.24,76
Uyuni,BO,-20.46,-66.82,3.13,34,32.78,0
Jalu,LY,29.03,21.55,12.3,39,62.3,92
Shenzhen,CN,22.54,114.05,4.47,88,73.72,20
Charlestown,US,41.38,-71.64,5.82,100,55.76,90
Tena,EC,-0.99,-77.82,2.24,94,76.01,75
Omboue,GA,-1.57,9.26,5.37,100,80.12,76
Iberia,PE,-11.41,-69.49,1.9,84,79.67,0
Linqiong,CN,30.42,103.46,2.24,82,60.8,0
Colac,AU,-38.34,143.59,5.01,82,61.84,56
Kungurtug,RU,50.6,97.53,3.69,55,28.55,68
La Macarena,CO,2.18,-73.79,1.68,92,74.72,8
Manyana,AU,-35.26,150.51,8.05,77,65.39,90
Virginia Beach,US,36.85,-75.98,6.38,100,65.75,90
Jacareacanga,BR,-6.22,-57.76,1.23,87,80.21,0
Sur,OM,22.57,59.53,8.39,100,73.46,80
Lancaster,US,40.04,-76.31,4.7,60,67.86,1
Wembley,GB,51.55,-0.3,4.7,69,34.27,24
Yatou,CM,3.63,9.81,3.13,100,78.14,56
Pivka,SI,45.68,14.2,2.24,81,45.28,76
Nishihara,JP,35.74,139.53,10.29,58,60.15,75
Seminole,US,32.72,-102.64,12.75,75,44.6,90
